Kode Item,Nama Item,Satuan Standar,Jumlah_Bulan_Data,Jumlah_Bulan_Terjual,Total_Permintaan,Rata_Rata_Permintaan,Maksimum_Permintaan,Status_Kelayakan
NYSD-BERNO,Nystatin Drop - Berno,BOX,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
OB,MEJA MAYO/ OVER BED,UNIT,33,1,61.0,1.8484848484848484,61.0,Data Terlalu Sedikit
OBG,OBJEK GLASS,BOX,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
OBHIKA,OBH IKA 100ml,BTL,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
OM,ODNER MAP,BUAH,33,2,62.0,1.878787878787879,50.0,Data Terlalu Sedikit
OME40MGINJ,OMEPRAZOLE SODIUM MONOHYDRATE 40mg SERBUK INJ,BOX,34,1,60.0,1.7647058823529411,60.0,Data Terlalu Sedikit
OME40MGINJ,OMEPRAZOLE SODIUM MONOHYDRATE 40mg SERBUK INJ,VIAL,35,4,2050.0,58.57142857142857,1000.0,Layak Diprediksi
OME40MGINJ-,OMEPRAZOLE SODIUM MONOHYDRATE 40mg BERNO SERBUK INJ - BERNO,VIAL,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
OMEPZ-,Omeprazole 20mg Errita 20ERRITA,BOX,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
OMZIFARS,OMEPRAZOLE IFARS,TAB,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
ONDAN-INJ,Ondansetron injek,BOX,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
ONDAN4,- Inj Ondansetron 4mg Injeksi,AMPUL,34,2,1119.0,32.911764705882355,619.0,Data Terlalu Sedikit
ONDAN4,- Inj Ondansetron 4mg Injeksi,BOX,35,1,5.0,0.14285714285714285,5.0,Data Terlalu Sedikit
ONDAN4-INJ,Ondansetron 4mg Injek,AMPUL,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
ONDAN8,- Inj Ondansetron 8mg Injeksi,AMPUL,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
ONDAN8-INJ,Ondansetron 8mg Injek,AMPUL,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
ONDC4,Ondancetron HCl Dihydrate 4 mg Kaplet Salut Selaput,TAB,33,2,1700.0,51.515151515151516,1200.0,Data Terlalu Sedikit
ONEMED,APRON ONE ISI 10 PCS,BOX,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
ONEMED-,"Catgut Chromic Uk. 2/0, HR-27, Tapper 75cm Catgut2",PCS,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
ONEMED-CATGUT,"Catgut Chromic Uk. 2/0, HR-27, Tapper 75cm 2",BOX,34,1,12.0,0.35294117647058826,12.0,Data Terlalu Sedikit
ONEMED-CATGUT,"Catgut Chromic Uk. 3/0, HR-27, Tapper 75cm 3",PCS,35,3,40.0,1.1428571428571428,20.0,Layak Diprediksi
ONEMED50,APRON ONE Box 50'S,PCS,33,1,1750.0,53.03030303030303,1750.0,Data Terlalu Sedikit
ORALT,ORALIT,BOX,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
OTO-L,OTORO LATEX FREE POWDER ''L'',BOX,33,25,3890.0,117.87878787878788,250.0,Layak Diprediksi
OTO-M,OTORO LATEX FREE POWDER ''M'',BOX,33,28,9292.0,281.57575757575756,580.0,Layak Diprediksi
OTR-S,OTORO LATEX FREE POWDER ''S'',BOX,33,29,11840.0,358.7878787878788,850.0,Layak Diprediksi
OTR-XS,OTORO LATEX FREE POWDER ''XS'',BOX,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
OTRP-L,OTORO LATEX POWDER ''L'',BOX,33,2,40.0,1.2121212121212122,30.0,Data Terlalu Sedikit
OTRP-M,OTORO LATEX POWDER ''M'',BOX,33,4,140.0,4.242424242424242,50.0,Layak Diprediksi
OTRP-S,OTORO LATEX POWDER ''S'',BOX,33,6,220.0,6.666666666666667,50.0,Layak Diprediksi
OXYINJ,OXYTOXIN INJ,AMPUL,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
P25,PENSIL 2B Stadler,PAK,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
PARTS-T,PARATUSIN TAB,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
PB5KG,PLASTIK BENING UK 5kg,PAK,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
PBSHLAS,Pembersih Lantai Aroma Sereh,PCS,33,1,15.0,0.45454545454545453,15.0,Data Terlalu Sedikit
PC,1.5 PCR 1.5 ONEMED,PAK,34,1,2.0,0.058823529411764705,2.0,Data Terlalu Sedikit
PC,"RKT15321 PC RAKITAN CORE I5 RAM 32GB, SSD 1TB",UNIT,35,1,4.0,0.11428571428571428,4.0,Data Terlalu Sedikit
PC-5L,PORCELAIN CLEANER 5L,DRIGEN,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
PCT-INFUS,Paracetamol 1 G/100ml Infus TD,BOX,33,4,1160.0,35.15151515151515,600.0,Layak Diprediksi
PCT120-60,Paracetamol 120 mg/60 ml Syr Bernofarm,BTL,33,2,250.0,7.575757575757576,200.0,Data Terlalu Sedikit
PE,H 40x60x05 PE HITAM K 40 X 60 X 05,KG,35,1,30.0,0.8571428571428571,30.0,Data Terlalu Sedikit
PE,H 90x120x05 PE HITAM K 90 X 120 X 05,KG,36,1,40.0,1.1111111111111112,40.0,Data Terlalu Sedikit
PE,H PE HITAM K 100 X 120 X 05 100X120X5 No TraPnEs aHksi Tanggal Kode Pel. Nama Pelanggan Alamat 100X120X5,KG,35,1,10.0,0.2857142857142857,10.0,Data Terlalu Sedikit
PE,K 40x60x05 PE KUNING 40 X 60 X 05,KG,36,1,30.0,0.8333333333333334,30.0,Data Terlalu Sedikit
PE,K 60X100X5 PE KUNING 60 X 100 X 05,KG,35,1,5.0,0.14285714285714285,5.0,Data Terlalu Sedikit
PEL-N703,PEL NAGOYA LARGE 703,BUAH,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
PELLAN,PEL LANTAI GAGANG,PCS,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
PEMPOR,PEMBERSIH PORSELEN,BOX,33,1,15.0,0.45454545454545453,15.0,Data Terlalu Sedikit
PEMUTIHPAKAI,Pemutih Pakaian AN,PCS,33,2,5.0,0.15151515151515152,3.0,Data Terlalu Sedikit
PENGKI,Pengki,PCS,33,2,14.0,0.42424242424242425,8.0,Data Terlalu Sedikit
PENLIGHT,PENLIGHT DELUXE ABN,PCS,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
PEWARNA,PEWARNA GRAM GRAM,BTL,34,1,1.0,0.029411764705882353,1.0,Data Terlalu Sedikit
PEWARNA,ZN PEWARNA ZIEHL NEELSEN,BTL,35,1,3.0,0.08571428571428572,3.0,Data Terlalu Sedikit
PG-30,PENGGARIS 30CM,BUAH,33,1,12.0,0.36363636363636365,12.0,Data Terlalu Sedikit
PGR-GAP,PENGHARUM RUANGAN GANTUNG APEL,PCS,33,1,15.0,0.45454545454545453,15.0,Data Terlalu Sedikit
PGR-GJER,PENGHARUM RUANGAN GANTUNG JERUK,PCS,33,1,15.0,0.45454545454545453,15.0,Data Terlalu Sedikit
PGR-GLAV,PENGHARUM RUANGAN GANTUNG LAVENDER,PCS,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
PHOTO-XHZ90,GEA Neonate Bilirubin Phototherapy XHZ-90,UNIT,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
PIGEON,BUBLBE CPAP WITH COMPRESSOR+TROLLEY+ACCESORRIES,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
PIP,POST IT PLASTIK,BUAH,33,1,30.0,0.9090909090909091,30.0,Data Terlalu Sedikit
PIRAC1INJ-BERNO,Piracetam 1G Inj - Bernofarm,AMPUL,33,2,200.0,6.0606060606060606,100.0,Data Terlalu Sedikit
PIRAC3INJ-BERNO,Piracetam 3 G/15ml Inj - Bernofarm,BOX,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
PIRAC4-TRIFA,Piracetam 400 mg Tab Box @ 100 - Trifa,TAB,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
PIROX10,Piroxicam 10 MG Nova,BOX,35,1,1.0,0.02857142857142857,1.0,Data Terlalu Sedikit
PIROX10,Piroxicam 10 MG Nova,TAB,34,1,500.0,14.705882352941176,500.0,Data Terlalu Sedikit
PIROXC20,Piroxicam 20mg Tab,BOX,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
PKSH40X60,Plastik Sampah Hitam 40x60,PAK,33,2,200.0,6.0606060606060606,150.0,Data Terlalu Sedikit
PKSH50X57,PLASTIK SAMPAH HITAM 50x57,PAK,33,2,155.0,4.696969696969697,130.0,Data Terlalu Sedikit
PKSH90X120,PLASTIK SAMPAH HITAM 90x120,PAK,33,2,110.0,3.3333333333333335,80.0,Data Terlalu Sedikit
PKSK40X60,PLASTIK SAMPAH KUNING 40x60,PAK,33,2,160.0,4.848484848484849,80.0,Data Terlalu Sedikit
PKSK90X120,PLASTIK SAMPAH KUNING 90x120,PAK,33,2,158.0,4.787878787878788,118.0,Data Terlalu Sedikit
PLELB,PLESTER LUKA BULAT,BOX,33,2,175.0,5.303030303030303,100.0,Data Terlalu Sedikit
PLESTER,ROL PLESTERIN ROL 5 CM X 5 CM 5X5,BOX,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
PLMS,PLASTIK MEDIS INFEKSIUS 100x120cm,PAK,33,1,40.0,1.2121212121212122,40.0,Data Terlalu Sedikit
PM,PENSIL MEKANIK,BUAH,33,1,12.0,0.36363636363636365,12.0,Data Terlalu Sedikit
PMLS125,Pamol Supp 125mg,SUPP,33,1,315.0,9.545454545454545,315.0,Data Terlalu Sedikit
PMNG,PEL MOP NAGATA,BUAH,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
PNDC,PANADOL CAPLET,TAB,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
PNDEXT,PANADOL EXTRA,TAB,33,1,100.0,3.0303030303030303,100.0,Data Terlalu Sedikit
PO-4X6,PLASTIK OBAT UKURAN 4X6 CM,PAK,33,1,3500.0,106.06060606060606,3500.0,Data Terlalu Sedikit
PO-7X10,Plastik Obat Ukuran 7x10,PAK,33,1,450.0,13.636363636363637,450.0,Data Terlalu Sedikit
PO-8.7X13,Plastik Obat Ukuran 8.7x13,PAK,33,4,3650.0,110.60606060606061,1700.0,Layak Diprediksi
POT-KS,Pot Tutup Kuning Sterile,PCS,33,3,5000.0,151.5151515151515,2000.0,Layak Diprediksi
POT-URINENSH,Pot Urine Non-Sterile Tutup Hijau,PCS,33,1,1500.0,45.45454545454545,1500.0,Data Terlalu Sedikit
PP,PENGHAPUS PENSIL,PAK,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
PRAZ30,PRAZOTEC INJ 30MG,VIAL,33,5,1401.0,42.45454545454545,426.0,Layak Diprediksi
PRBCLE-M53,M53 PROBE CLEANSER,BTL,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
PRK,PLESTER ROLL KECIL,PCS,33,1,60.0,1.8181818181818181,60.0,Data Terlalu Sedikit
PRMETH-K5%,PERMETHRIN Krim 5%,TUBE,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
PROPN10,Propanolol 10mg Tab ( dexa ),TAB,33,1,1000.0,30.303030303030305,1000.0,Data Terlalu Sedikit
PROVI,PROVE VIT INJEKSI,AMPUL,33,1,4.0,0.12121212121212122,4.0,Data Terlalu Sedikit
PRS,PARTUS SET,SET,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
PSE,OX PULSE OXIMETER,UNIT,34,1,1.0,0.029411764705882353,1.0,Data Terlalu Sedikit
PSE,OXA PULSE OXYMETER ANAK,PCS,35,5,11.0,0.3142857142857143,4.0,Layak Diprediksi
PSH,PULPEN STANDARD HITAM,BOX,33,1,40.0,1.2121212121212122,40.0,Data Terlalu Sedikit
PTS-100,POT SALEP 100,PCS,33,1,150.0,4.545454545454546,150.0,Data Terlalu Sedikit
PTS-50,POT SALEP 50 GRAM,PAK,33,1,4.0,0.12121212121212122,4.0,Data Terlalu Sedikit
PTU100,Propylthiouracil 100mg (Dexa),BOX,34,1,8.0,0.23529411764705882,8.0,Data Terlalu Sedikit
PTU100,Propylthiouracil 100mg (Dexa),TAB,35,1,2500.0,71.42857142857143,2500.0,Data Terlalu Sedikit
PU,50 POT URINE 50 CC,BTL,33,1,300.0,9.090909090909092,300.0,Data Terlalu Sedikit
PULSE-,PULSE OXIMETER JPD-500D ONEHEALTH JPD500D,UNIT,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
PVI-300,POVIDONE IODINE 300ml,BTL,33,1,6.0,0.18181818181818182,6.0,Data Terlalu Sedikit
PVI-60,POVIDONE IODINE 60ml,BTL,33,2,960.0,29.09090909090909,480.0,Data Terlalu Sedikit
RANID-INJ,Ranitidine Injek,AMPUL,35,2,989.0,28.257142857142856,500.0,Data Terlalu Sedikit
RANID-INJ,Ranitidine Injek,BOX,34,2,7.0,0.20588235294117646,5.0,Data Terlalu Sedikit
RANIT150,Ranitidine 150mg Tab,BOX,33,2,51.0,1.5454545454545454,50.0,Data Terlalu Sedikit
RANITHJ,Ranitidin HJ Box @ 200s,TAB,33,2,3600.0,109.0909090909091,2600.0,Data Terlalu Sedikit
REFLOBBYDUS,REFILL LOBBY DUSTER 45 CM,PCS,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
RGR,REGULATOR,UNIT,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
RISDONE2,RISPERIDONE 2MG,BOX,33,1,30.0,0.9090909090909091,30.0,Data Terlalu Sedikit
RL5-BBR,RL 500ml - BBR,BTL,33,1,130.0,3.9393939393939394,130.0,Data Terlalu Sedikit
RP,RAUTAN PENSIL,PAK,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
RVN0.1%-300,RIVANOL 0.1% 300 ML,BTL,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
S,"2/0 27,75 BENANG SILK 2/0 27mm, 75cm",PCS,34,2,27.0,0.7941176470588235,26.0,Data Terlalu Sedikit
S,"3/0 27,75 BENANG SILK 3/0 27mm, 75cm",PCS,35,3,34.0,0.9714285714285714,30.0,Layak Diprediksi
SABPP,Sabun Pencuci Piring 5 Liter,DRIGEN,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
SABUNPIRING,SABUN PENCUCI PIRING,PCS,33,1,15.0,0.45454545454545453,15.0,Data Terlalu Sedikit
SALBTM-2IFI,Salbutamol 2mg Tab - IFI,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
SAPU,IJUK Sapu Ijuk Lantai,PCS,34,2,15.0,0.4411764705882353,10.0,Data Terlalu Sedikit
SAPU,LIDI Sapu Lidi Gagang,PCS,35,2,12.0,0.34285714285714286,10.0,Data Terlalu Sedikit
SAPULIDI,Sapu Lidi Kasur,PCS,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
SARINGANKOL,SARINGAN KOLAM AM,PCS,33,2,2.0,0.06060606060606061,1.0,Data Terlalu Sedikit
SAU,STRIP ASAM URAT,BOX,33,5,88.0,2.6666666666666665,30.0,Layak Diprediksi
SB,SERBET,PCS,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
SB5L,SAFETY BOX 5L + TALI KUNING,PCS,33,1,200.0,6.0606060606060606,200.0,Data Terlalu Sedikit
SC-E,Sabun Cream Ekonomi,BUAH,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
SC-FALCON,SET SC BEDAH LENGKAP FALCON,UNIT,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
SCP,SUCTION PUMP,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
SCPP,Scopma Plus,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
SCRFS,Sucralfate Syr 100ml,BTL,33,2,356.0,10.787878787878787,350.0,Data Terlalu Sedikit
SCT,STRIP CHOLESTEROL,BOX,33,6,223.0,6.757575757575758,121.0,Layak Diprediksi
SCTM,SUCTION CONNECTING TUBE MAS,PCS,33,4,1100.0,33.333333333333336,500.0,Layak Diprediksi
SDHVSA470,SINAR DUNIA KERTAS HVS A4 70 GR,RIM,33,1,12.0,0.36363636363636365,12.0,Data Terlalu Sedikit
SDHVSA480,SINAR DUNIA KERTAS HVS A4 80 GR,RIM,33,2,84.0,2.5454545454545454,60.0,Data Terlalu Sedikit
SDHVSF470,SINAR DUNIA KERTAS HVS F4 70 GR,RIM,33,1,12.0,0.36363636363636365,12.0,Data Terlalu Sedikit
SDHVSF480,SINAR DUNIA KERTAS HVS F4 80 GR,RIM,33,2,84.0,2.5454545454545454,60.0,Data Terlalu Sedikit
SDKOP,SENDOK OBAT PUYER,BUAH,33,1,6.0,0.18181818181818182,6.0,Data Terlalu Sedikit
SDVAL250,Sodium Valproat Syr 250ml/5ml Bernofarm,BTL,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
SET-TAB0.5,SET TABUNG OKSIGEN 0.5 M3,SET,33,1,8.0,0.24242424242424243,8.0,Data Terlalu Sedikit
SGD,STRIP GULA DARAH,BOX,33,3,42.0,1.2727272727272727,20.0,Layak Diprediksi
SGDA,Strip Gula Darah Auto Check,BOX,33,1,32.0,0.9696969696969697,32.0,Data Terlalu Sedikit
SGJB,SIGNPRO JOYKO BIRU / BALLINER,PAK,33,2,10.0,0.30303030303030304,6.0,Data Terlalu Sedikit
SGM-400,SUSU SGM EXPLORE GAIN OPTIGROW 400GR,BOX,33,1,377.0,11.424242424242424,377.0,Data Terlalu Sedikit
SGMA-100,SUSU SGM ANANDA GAIN 100,BOX,33,1,47.0,1.4242424242424243,47.0,Data Terlalu Sedikit
SHB,STRIP HEMOGOBLIN (HB),BOX,33,4,130.0,3.9393939393939394,43.0,Layak Diprediksi
SHM-002,SHAMROCK LATEX POWDER ''S'',BOX,33,1,30.0,0.9090909090909091,30.0,Data Terlalu Sedikit
SHM-003,SHAMROCK LATEX POWDER ''M'',BOX,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
SHM-005,SHAMROCK LATEX FREE POWDER ''L'',BOX,33,3,450.0,13.636363636363637,225.0,Layak Diprediksi
SHM-006,"SHAMROCK LATEX FREE POWDER ""M""",BOX,33,4,1250.0,37.878787878787875,375.0,Layak Diprediksi
SHM-007,SHAMROCK LATEX FREE POWDER ''S'',BOX,33,4,1300.0,39.39393939393939,400.0,Layak Diprediksi
SHM-008,"SHAMROCK LATEX FREE POWDER '""XS''",BOX,33,2,20.0,0.6060606060606061,10.0,Data Terlalu Sedikit
SHMN-001,"SHAMROCK NITRILE EXAMINATION GLOVES POWDER FREE ""S""",BOX,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
SHMN-002,"SHAMROCK NITRILE EXAMINATION GLOVES POWDER FREE ""M""",BOX,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
SILEXSYRUP,SILEX SYRUP,BOX,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
SILICONE,Pad HECTING SUTURE SILICONE PAD 3 LAYERS,PCS,33,1,4.0,0.12121212121212122,4.0,Data Terlalu Sedikit
SIMV10,MG SIMVASTATIN 10 MG HJ,TAB,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
SIMV20,Simvastatin 20 mg,BOX,34,1,2.0,0.058823529411764705,2.0,Data Terlalu Sedikit
SIMV20,Simvastatin 20 mg,TAB,35,1,3000.0,85.71428571428571,3000.0,Data Terlalu Sedikit
SK-500I,SYRINGE PUMP SK-500I,UNIT,33,1,7.0,0.21212121212121213,7.0,Data Terlalu Sedikit
SK-600I,INFUSIOM PUMP SK-600I,UNIT,33,1,9.0,0.2727272727272727,9.0,Data Terlalu Sedikit
SKBF-9502,Sikat Baju Fumi 9502 Homee,BUAH,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
SKLT-362,Sikat Lantai Tangkai Sydney SK-362 Gragon,BUAH,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
SKTF-9601,Sikat Toilet Felina 9601 Homee,BUAH,33,1,4.0,0.12121212121212122,4.0,Data Terlalu Sedikit
SLBTM2,Salbutamol 2mg Tab (Berno),BOX,34,1,30.0,0.8823529411764706,30.0,Data Terlalu Sedikit
SLBTM2,Salbutamol 2mg Tab (Berno),TAB,35,1,5000.0,142.85714285714286,5000.0,Data Terlalu Sedikit
SMSDM,SM SEDIMEN,BTL,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
SP,25 SPINOCAN 25,BOX,35,1,2.0,0.05714285714285714,2.0,Data Terlalu Sedikit
SP,27 SPINOCAN 27,BOX,35,1,2.0,0.05714285714285714,2.0,Data Terlalu Sedikit
SP,SYRINGE PUMP,UNIT,35,1,1.0,0.02857142857142857,1.0,Data Terlalu Sedikit
SP1,EX SYRINGE PUMP BeneFusion SP1 EX MINDRAY,UNIT,34,1,2.0,0.058823529411764705,2.0,Data Terlalu Sedikit
SP1,Water Tank 10lt Sparepart,PCS,35,1,3.0,0.08571428571428572,3.0,Data Terlalu Sedikit
SP2,Water Trap Filter Kompressor Sparepart Dental Unit,PCS,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
SP3,Handpiece Turbine Highspeed Sparepart Dental unit,PCS,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
SPDC-380,SUSU PEDIACOMPLETE 380GR VANILA,BOX,33,1,11.0,0.3333333333333333,11.0,Data Terlalu Sedikit
SPDP,SPIDOL PERMANENT,PCS,33,1,100.0,3.0303030303030303,100.0,Data Terlalu Sedikit
SPIR25,SPIROLA 25mg,BOX,33,2,111.0,3.3636363636363638,100.0,Data Terlalu Sedikit
SPON,SPON CUCI PIRING,PCS,33,2,22.0,0.6666666666666666,12.0,Data Terlalu Sedikit
SPRNL100,Spironolactone 100mg,TAB,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
SPRNL25,Spironolactone 25mg,TAB,33,1,1000.0,30.303030303030305,1000.0,Data Terlalu Sedikit
SPSR-400,SUSU PEDIASURE 400GR ABBOT,BOX,33,1,84.0,2.5454545454545454,84.0,Data Terlalu Sedikit
SPSRGO-110,SUSU PEDIASURE GO 110ML,BOX,33,1,187.0,5.666666666666667,187.0,Data Terlalu Sedikit
SRGM,PDH SERAGAM PDH,PCS,33,1,27.0,0.8181818181818182,27.0,Data Terlalu Sedikit
SSC,8 SELANG SUCTION CHATETER NO.8,PCS,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
SSCP,Sabut Stainless Cuci Piring,PCS,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
SSRB,Sapu Sawang Rakbol Bulat Gragon,BUAH,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
SSSYX-01,STROMATOLYSER WH-500ML SYSMEX,BTL,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
ST,SOLATIPE,BUAH,33,1,24.0,0.7272727272727273,24.0,Data Terlalu Sedikit
STCP-GC,STETOSCOP GENERAL CARE,PCS,33,1,12.0,0.36363636363636365,12.0,Data Terlalu Sedikit
STN,STICK NOTES,BUAH,33,1,24.0,0.7272727272727273,24.0,Data Terlalu Sedikit
STP,STAPLER,BUAH,33,1,12.0,0.36363636363636365,12.0,Data Terlalu Sedikit
STRD-2.0,Stetoskop Riester Duplex 2.0,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
SUCRAL100DEXA,Sucralfate 100ml Dexa,BTL,33,1,50.0,1.5151515151515151,50.0,Data Terlalu Sedikit
SURGICAL,SURGICAL TAPE PLESTER ISOPORE 1 INC TAPE PLESTER ISOPORE 1 INC,BOX,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
SV-006,Pemeliharaan Dental Unit Merk Ritter,PAKET,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
SYNOVENT,350 VENTILATOR MINDRAY SYNOVENT 350,UNIT,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
SYS-50,SYRINGE PUMP SYS 50 MEDCAPTAIN,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
SYS-70,INFUSION PUMP SYS 70 MEDCAPTAIN,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
SZYM5L,STERIZYME DUAL ENZYMATIC DETERGENT 5 L,DRIGEN,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
TABTTD,Tablet Tambah Darah Triman,TAB,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
TABUNG,1 M3 TABUNG OKSIGEN 1 M3,UNIT,35,2,13.0,0.37142857142857144,10.0,Data Terlalu Sedikit
TABUNG,1.5 M3 TABUNG OKSIGEN 1.5 M3,UNIT,36,1,10.0,0.2777777777777778,10.0,Data Terlalu Sedikit
TABUNG,1m3 TABUNG OKSIGEN 1m3 + REGULATOR + TROLL,UNIT,35,2,9.0,0.2571428571428571,6.0,Data Terlalu Sedikit
TABUNG,6M3 TABUNG OKSIGEN 6M3,UNIT,35,1,24.0,0.6857142857142857,24.0,Data Terlalu Sedikit
TABUNG,6m3 TABUNG OKSIGEN 6m3 + REGULATOR + TROLL,UNIT,36,2,54.0,1.5,30.0,Data Terlalu Sedikit
TBM,TIMBANGAN BADAN MANUAL,UNIT,33,1,6.0,0.18181818181818182,6.0,Data Terlalu Sedikit
TC,HS 5 TWIN CARE HANDSANITIZER 5 LITER,GR,33,1,4.0,0.12121212121212122,4.0,Data Terlalu Sedikit
TC-HANDSOAP,TWIN CARE HANDSOAP AROMA KEMASAN 5 LITER,DRIGEN,33,2,25.0,0.7575757575757576,15.0,Data Terlalu Sedikit
TCH-500,TWIN CARE HANDSANITIZER 500 ML PUMP,BTL,33,1,24.0,0.7272727272727273,24.0,Data Terlalu Sedikit
TERMIC10,TERMISIL CREAM 10 GRAM,TUBE,33,1,7.0,0.21212121212121213,7.0,Data Terlalu Sedikit
TERUMO,TERAFUSION Syirnge Pump Type SS3-TE*SS730,UNIT,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
TESTKH,STRIP TEST KEHAMILAN,BOX,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
TETAGAM,INJ 1 TETAGAM P. PREFILLED INJ 1 ML,BOX,33,1,4.0,0.12121212121212122,4.0,Data Terlalu Sedikit
TG,TUSUK GIGI,PAK,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
THERM,STAND THERMOMETER INFRARED STANDING,UNIT,34,1,1.0,0.029411764705882353,1.0,Data Terlalu Sedikit
THERM,TERMOMETER HEAD YUWELL YHW 1 YUWELL,UNIT,35,1,5.0,0.14285714285714285,5.0,Data Terlalu Sedikit
THROM20GR,Thrombopop 20gr Gel,TUBE,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
THT,THT SET,SET,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
TINEP01-B,TINTA EPSON 001 BIRU,BOX,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
TINEP01-H,TINTA EPSON 001 HITAM,BOX,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
